Simulation,Step,Space,Star,Planet,Asteroid,Energy,Black_Hole,Antimatter
0,354,29445,814,1096,3526,1893,3226,0
0,355,29450,810,1096,3520,1884,3240,0
0,356,29447,807,1095,3522,1875,3254,0
0,357,29441,806,1094,3519,1866,3274,0
0,358,29393,806,1093,3527,1881,3300,0
0,359,29382,806,1091,3528,1871,3322,0
0,360,29349,804,1091,3527,1887,3342,0
0,361,29329,804,1091,3526,1886,3364,0
0,362,29303,802,1091,3536,1876,3392,0
0,363,29286,800,1087,3541,1879,3407,0
0,364,29275,800,1088,3546,1864,3427,0
0,365,29260,799,1087,3560,1846,3448,0
0,366,29237,798,1083,3552,1870,3460,0
0,367,29220,797,1080,3540,1887,3476,0
0,368,29227,796,1081,3538,1864,3494,0
0,369,29210,797,1081,3536,1863,3513,0
0,370,29178,798,1082,3540,1872,3530,0
0,371,29162,798,1082,3543,1864,3551,0
0,372,29159,801,1082,3541,1845,3572,0
0,373,29131,799,1081,3542,1845,3602,0
0,374,29095,799,1083,3538,1858,3627,0
0,375,29083,800,1083,3534,1847,3653,0
0,376,29063,800,1080,3537,1838,3682,0
0,377,29048,800,1077,3533,1837,3705,0
0,378,29025,799,1075,3538,1835,3728,0
0,379,29004,801,1072,3533,1849,3741,0
0,380,28978,800,1073,3543,1833,3773,0
0,381,28956,799,1071,3548,1832,3794,0
0,382,28926,800,1072,3548,1833,3821,0
0,383,28918,798,1073,3541,1824,3846,0
0,384,28908,797,1075,3541,1808,3871,0
0,385,28889,795,1074,3547,1803,3892,0
0,386,28873,795,1068,3545,1804,3915,0
0,387,28842,795,1065,3546,1818,3934,0
0,388,28813,795,1065,3554,1806,3967,0
0,389,28796,794,1062,3558,1794,3996,0
0,390,28780,794,1061,3558,1790,4017,0
0,391,28755,792,1061,3560,1792,4040,0
0,392,28747,792,1061,3565,1769,4066,0
0,393,28726,793,1063,3563,1754,4101,0
0,394,28724,791,1063,3553,1745,4124,0
0,395,28690,789,1061,3556,1757,4147,0
0,396,28678,792,1056,3550,1745,4179,0
0,397,28674,792,1056,3544,1728,4206,0
0,398,28653,792,1054,3536,1735,4230,0
0,399,28642,793,1054,3529,1734,4248,0
0,400,28638,794,1052,3529,1718,4269,0
0,401,28595,792,1047,3533,1741,4292,0
0,402,28570,790,1045,3531,1744,4320,0
0,403,28558,788,1046,3534,1730,4344,0
0,404,28536,786,1044,3534,1723,4377,0
0,405,28517,784,1044,3525,1722,4408,0
0,406,28518,781,1046,3525,1698,4432,0
0,407,28504,781,1042,3528,1686,4459,0
0,408,28495,783,1040,3519,1674,4489,0
0,409,28473,781,1037,3522,1672,4515,0
0,410,28436,781,1032,3526,1678,4547,0
0,411,28394,780,1028,3525,1694,4579,0
0,412,28386,777,1030,3517,1684,4606,0
0,413,28357,774,1027,3504,1693,4645,0
0,414,28339,770,1022,3506,1689,4674,0
0,415,28344,769,1019,3505,1673,4690,0
0,416,28326,772,1017,3507,1657,4721,0
0,417,28311,773,1009,3504,1666,4737,0
0,418,28317,768,1009,3497,1650,4759,0
0,419,28320,767,1006,3481,1646,4780,0
0,420,28297,766,1005,3479,1650,4803,0
0,421,28274,766,999,3478,1647,4836,0
0,422,28260,764,1000,3482,1624,4870,0
0,423,28199,763,1000,3490,1649,4899,0
0,424,28187,761,998,3493,1632,4929,0
0,425,28169,761,999,3499,1615,4957,0
0,426,28149,760,1000,3496,1619,4976,0
0,427,28122,760,1000,3498,1611,5009,0
0,428,28125,761,1000,3492,1590,5032,0
0,429,28106,760,999,3494,1589,5052,0
0,430,28097,759,999,3491,1588,5066,0
0,431,28080,757,1001,3479,1592,5091,0
0,432,28066,758,1000,3472,1587,5117,0
0,433,28042,756,1000,3469,1602,5131,0
0,434,28034,754,999,3468,1578,5167,0
0,435,27996,751,999,3463,1589,5202,0
0,436,27975,750,1002,3458,1592,5223,0
0,437,27951,751,1002,3461,1585,5250,0
0,438,27944,748,1005,3456,1578,5269,0
0,439,27931,748,1003,3452,1576,5290,0
0,440,27904,746,1000,3445,1593,5312,0
0,441,27895,745,998,3438,1581,5343,0
0,442,27862,744,996,3431,1580,5387,0
0,443,27867,742,991,3429,1559,5412,0
0,444,27858,741,992,3420,1555,5434,0
0,445,27853,739,993,3416,1541,5458,0
0,446,27825,739,990,3415,1551,5480,0
0,447,27799,741,990,3412,1548,5510,0
0,448,27771,743,986,3408,1555,5537,0
0,449,27726,741,988,3405,1573,5567,0
0,450,27704,741,984,3404,1575,5592,0
0,451,27690,737,984,3404,1562,5623,0
0,452,27674,735,983,3398,1552,5658,0
0,453,27653,737,974,3394,1553,5689,0
0,454,27626,737,973,3392,1554,5718,0
0,455,27598,734,972,3389,1563,5744,0
0,456,27563,733,972,3392,1567,5773,0
0,457,27529,733,970,3394,1563,5811,0
0,458,27490,732,968,3389,1591,5830,0
0,459,27481,731,966,3385,1580,5857,0
0,460,27470,731,967,3382,1562,5888,0
0,461,27453,729,964,3373,1563,5918,0
0,462,27418,728,960,3370,1566,5958,0
0,463,27376,726,963,3371,1585,5979,0
0,464,27346,722,962,3379,1580,6011,0
0,465,27317,721,962,3380,1572,6048,0
0,466,27298,720,962,3380,1568,6072,0
0,467,27273,723,955,3380,1572,6097,0
0,468,27253,723,949,3383,1564,6128,0
0,469,27239,724,950,3375,1554,6158,0
0,470,27219,722,944,3381,1536,6198,0
0,471,27171,722,944,3382,1541,6240,0
0,472,27178,718,944,3365,1530,6265,0
0,473,27160,713,946,3363,1523,6295,0
0,474,27132,710,945,3357,1532,6324,0
0,475,27105,710,939,3355,1526,6365,0
0,476,27094,709,940,3348,1520,6389,0
0,477,27085,706,943,3344,1506,6416,0
0,478,27075,701,945,3344,1495,6440,0
0,479,27081,698,945,3336,1468,6472,0
0,480,27048,695,947,3329,1471,6510,0
0,481,27029,691,948,3327,1457,6548,0
0,482,26980,692,947,3317,1470,6594,0
0,483,26974,694,943,3313,1453,6623,0
0,484,26924,690,943,3305,1483,6655,0
0,485,26905,689,939,3298,1486,6683,0
0,486,26884,689,939,3292,1482,6714,0
0,487,26861,687,939,3291,1480,6742,0
0,488,26835,688,939,3289,1473,6776,0
0,489,26828,688,937,3287,1454,6806,0
0,490,26808,687,934,3281,1448,6842,0
0,491,26785,684,934,3274,1451,6872,0
0,492,26791,684,932,3267,1430,6896,0
0,493,26772,685,929,3256,1435,6923,0
0,494,26748,682,929,3244,1443,6954,0
0,495,26717,682,929,3238,1447,6987,0
0,496,26690,682,926,3234,1444,7024,0
0,497,26658,681,926,3237,1440,7058,0
0,498,26652,680,924,3227,1426,7091,0
0,499,26600,681,922,3229,1440,7128,0
0,500,26561,681,921,3230,1441,7166,0
0,501,26548,680,918,3230,1423,7201,0
0,502,26522,679,917,3230,1417,7235,0
0,503,26514,677,919,3221,1404,7265,0
0,504,26514,678,918,3216,1386,7288,0
0,505,26479,675,918,3217,1388,7323,0
0,506,26466,672,918,3211,1380,7353,0
0,507,26444,671,915,3208,1374,7388,0
0,508,26428,670,911,3205,1372,7414,0
0,509,26383,669,909,3206,1387,7446,0
0,510,26363,669,905,3198,1382,7483,0
0,511,26340,669,900,3196,1376,7519,0
