Simulation,Step,Space,Star,Planet,Asteroid,Energy,Black_Hole,Antimatter
0,242,30537,953,1328,3915,2213,1054,0
0,243,30522,952,1329,3919,2220,1058,0
0,244,30537,951,1328,3927,2191,1066,0
0,245,30528,948,1326,3929,2194,1075,0
0,246,30513,947,1327,3933,2201,1079,0
0,247,30506,946,1327,3935,2196,1090,0
0,248,30487,945,1325,3939,2208,1096,0
0,249,30483,941,1323,3948,2204,1101,0
0,250,30494,940,1324,3949,2190,1103,0
0,251,30485,937,1326,3952,2188,1112,0
0,252,30496,936,1326,3953,2170,1119,0
0,253,30479,936,1327,3958,2173,1127,0
0,254,30465,937,1328,3956,2181,1133,0
0,255,30456,936,1327,3957,2190,1134,0
0,256,30439,935,1328,3962,2190,1146,0
0,257,30406,934,1330,3973,2197,1160,0
0,258,30377,933,1329,3977,2217,1167,0
0,259,30379,931,1324,3984,2207,1175,0
0,260,30362,931,1322,3990,2215,1180,0
0,261,30329,932,1323,3994,2236,1186,0
0,262,30306,932,1319,4002,2247,1194,0
0,263,30285,930,1320,4010,2252,1203,0
0,264,30268,927,1320,4016,2255,1214,0
0,265,30254,928,1320,4011,2266,1221,0
0,266,30233,929,1319,4022,2267,1230,0
0,267,30228,928,1318,4024,2261,1241,0
0,268,30242,925,1317,4021,2242,1253,0
0,269,30228,924,1316,4032,2238,1262,0
0,270,30247,923,1313,4036,2212,1269,0
0,271,30234,921,1307,4040,2218,1280,0
0,272,30241,920,1306,4051,2197,1285,0
0,273,30213,918,1309,4060,2209,1291,0
0,274,30211,915,1311,4064,2190,1309,0
0,275,30203,912,1313,4075,2176,1321,0
0,276,30189,909,1314,4085,2176,1327,0
0,277,30181,906,1317,4092,2170,1334,0
0,278,30169,907,1317,4090,2177,1340,0
0,279,30174,907,1314,4098,2162,1345,0
0,280,30165,907,1313,4112,2150,1353,0
0,281,30162,908,1310,4118,2139,1363,0
0,282,30154,906,1308,4122,2139,1371,0
0,283,30134,901,1309,4123,2145,1388,0
0,284,30147,896,1311,4116,2136,1394,0
0,285,30139,893,1310,4120,2136,1402,0
0,286,30136,891,1309,4134,2122,1408,0
0,287,30127,888,1314,4139,2113,1419,0
0,288,30119,890,1312,4139,2118,1422,0
0,289,30119,890,1311,4145,2098,1437,0
0,290,30117,891,1310,4147,2092,1443,0
0,291,30099,893,1308,4147,2093,1460,0
0,292,30091,893,1309,4143,2091,1473,0
0,293,30087,894,1306,4145,2084,1484,0
0,294,30070,894,1308,4145,2093,1490,0
0,295,30056,894,1305,4148,2098,1499,0
0,296,30047,892,1301,4154,2098,1508,0
0,297,30041,892,1299,4165,2091,1512,0
0,298,30032,890,1297,4174,2086,1521,0
0,299,30013,889,1293,4181,2087,1537,0
0,300,29985,889,1291,4175,2112,1548,0
0,301,29982,884,1289,4174,2104,1567,0
0,302,29962,881,1290,4173,2116,1578,0
0,303,29955,878,1290,4184,2106,1587,0
0,304,29955,876,1288,4189,2096,1596,0
0,305,29939,875,1287,4187,2101,1611,0
0,306,29947,873,1285,4183,2097,1615,0
