Generation,Individual,Fitness,Density,Avg_Neighbors
50,17,6237,0.488,3.904
50,18,6593,0.4744,3.7952
50,19,6072,0.4884,3.9072
50,20,6205,0.468,3.744
50,21,6589,0.4692,3.7536
50,22,6444,0.468,3.744
50,23,6318,0.4572,3.6576
50,24,6193,0.4744,3.7952
50,25,5800,0.4828,3.8624
50,26,6088,0.4732,3.7856
50,27,6336,0.474,3.792
50,28,6025,0.484,3.872
50,29,5824,0.4856,3.8848
50,30,6141,0.4792,3.8336
50,31,6322,0.4816,3.8528
50,32,6058,0.49,3.92
50,33,5734,0.48,3.84
50,34,5385,0.49,3.92
50,35,6392,0.466,3.728
50,36,6191,0.4796,3.8368
50,37,6165,0.4828,3.8624
50,38,6340,0.476,3.808
50,39,6161,0.4936,3.9488
50,40,5976,0.4908,3.9264
50,41,6468,0.4764,3.8112
50,42,5810,0.486,3.888
50,43,6245,0.4888,3.9104
50,44,5646,0.4784,3.8272
50,45,6201,0.4868,3.8944
50,46,6335,0.4672,3.7376
50,47,5898,0.474,3.792
50,48,6740,0.4676,3.7408
50,49,5995,0.4868,3.8944
51,0,5959,0.4856,3.8848
51,1,6493,0.486,3.888
51,2,6961,0.46,3.68
51,3,5958,0.472,3.776
51,4,5856,0.4848,3.8784
51,5,6004,0.4864,3.8912
51,6,6571,0.4876,3.9008
51,7,6517,0.4696,3.7568
51,8,5978,0.4772,3.8176
51,9,6482,0.4876,3.9008
51,10,6242,0.4704,3.7632
51,11,6002,0.4984,3.9872
51,12,5934,0.4896,3.9168
51,13,6154,0.4792,3.8336
51,14,5994,0.4864,3.8912
51,15,6268,0.4896,3.9168
51,16,6320,0.48,3.84
51,17,6240,0.4712,3.7696
51,18,5777,0.4872,3.8976
51,19,6090,0.478,3.824
51,20,6193,0.4812,3.8496
51,21,6302,0.4728,3.7824
51,22,5969,0.4764,3.8112
51,23,5651,0.4772,3.8176
51,24,6236,0.4884,3.9072
51,25,6358,0.4724,3.7792
51,26,5942,0.478,3.824
51,27,6704,0.4748,3.7984
51,28,5991,0.4772,3.8176
51,29,6399,0.4564,3.6512
51,30,6292,0.4764,3.8112
51,31,6325,0.4752,3.8016
51,32,5936,0.48,3.84
51,33,6167,0.4688,3.7504
51,34,6162,0.4904,3.9232
51,35,6219,0.4964,3.9712
51,36,6235,0.486,3.888
51,37,5967,0.472,3.776
51,38,6208,0.4748,3.7984
51,39,5615,0.4884,3.9072
51,40,6461,0.4624,3.6992
51,41,6186,0.4836,3.8688
51,42,5759,0.4828,3.8624
51,43,6405,0.4892,3.9136
51,44,6539,0.4624,3.6992
51,45,6616,0.4724,3.7792
51,46,5954,0.486,3.888
51,47,6003,0.47,3.76
51,48,6043,0.4784,3.8272
51,49,5770,0.4844,3.8752
52,0,6229,0.4864,3.8912
52,1,6311,0.4836,3.8688
52,2,6212,0.4828,3.8624
52,3,6095,0.4696,3.7568
52,4,6569,0.4812,3.8496
52,5,6110,0.4716,3.7728
52,6,6231,0.4776,3.8208
52,7,5816,0.484,3.872
52,8,6190,0.4868,3.8944
52,9,6335,0.4748,3.7984
52,10,6170,0.4888,3.9104
52,11,6149,0.492,3.936
52,12,6527,0.4584,3.6672
52,13,6087,0.4744,3.7952
52,14,6035,0.4704,3.7632
52,15,5768,0.4824,3.8592
52,16,6841,0.4668,3.7344
52,17,6046,0.47,3.76
52,18,6212,0.4704,3.7632
52,19,6658,0.4696,3.7568
52,20,6255,0.4784,3.8272
52,21,6381,0.478,3.824
52,22,6308,0.492,3.936
52,23,6182,0.4848,3.8784
52,24,6337,0.478,3.824
52,25,6423,0.47,3.76
52,26,5954,0.4884,3.9072
52,27,6349,0.4844,3.8752
52,28,5525,0.5076,4.0608
52,29,5888,0.496,3.968
52,30,6415,0.4764,3.8112
52,31,6611,0.482,3.856
52,32,6256,0.48,3.84
52,33,6587,0.486,3.888
52,34,6321,0.4756,3.8048
52,35,6176,0.4756,3.8048
52,36,6334,0.466,3.728
52,37,6247,0.4732,3.7856
52,38,5615,0.4912,3.9296
52,39,5756,0.4952,3.9616
52,40,6299,0.4848,3.8784
52,41,6098,0.4816,3.8528
52,42,6575,0.476,3.808
52,43,5805,0.488,3.904
52,44,5758,0.4788,3.8304
52,45,6722,0.4792,3.8336
52,46,6022,0.4984,3.9872
52,47,6192,0.4828,3.8624
52,48,6117,0.484,3.872
52,49,6129,0.4796,3.8368
53,0,6187,0.484,3.872
53,1,6129,0.4764,3.8112
53,2,6032,0.4948,3.9584
53,3,6255,0.4708,3.7664
53,4,6318,0.4744,3.7952
53,5,6062,0.4816,3.8528
53,6,6145,0.4828,3.8624
53,7,6138,0.496,3.968
53,8,6691,0.482,3.856
53,9,6159,0.4752,3.8016
53,10,6401,0.484,3.872
53,11,6569,0.4824,3.8592
53,12,6468,0.4652,3.7216
53,13,6508,0.474,3.792
53,14,6352,0.4768,3.8144
53,15,5812,0.4884,3.9072
53,16,5862,0.4964,3.9712
53,17,5847,0.4864,3.8912
53,18,5621,0.4976,3.9808
53,19,5952,0.4824,3.8592
53,20,6236,0.4672,3.7376
53,21,6167,0.4812,3.8496
53,22,5982,0.492,3.936
53,23,5715,0.488,3.904
53,24,6253,0.4784,3.8272
53,25,6238,0.474,3.792
53,26,6181,0.4632,3.7056
53,27,6076,0.4892,3.9136
53,28,5917,0.4852,3.8816
53,29,6084,0.4868,3.8944
53,30,5807,0.484,3.872
53,31,6037,0.4752,3.8016
53,32,6433,0.4792,3.8336
53,33,6327,0.4784,3.8272
53,34,6035,0.4852,3.8816
53,35,6342,0.4728,3.7824
53,36,5697,0.48,3.84
53,37,6093,0.4944,3.9552
53,38,6806,0.4696,3.7568
53,39,5628,0.49,3.92
53,40,5950,0.4812,3.8496
53,41,6199,0.478,3.824
53,42,6546,0.4784,3.8272
53,43,6034,0.4668,3.7344
53,44,6447,0.4612,3.6896
53,45,6022,0.4752,3.8016
53,46,6328,0.4668,3.7344
53,47,6568,0.4776,3.8208
53,48,6380,0.4868,3.8944
53,49,6216,0.4788,3.8304
54,0,6427,0.4728,3.7824
54,1,6143,0.4836,3.8688
54,2,6276,0.4744,3.7952
54,3,6110,0.4788,3.8304
54,4,6012,0.4792,3.8336
54,5,6380,0.4764,3.8112
54,6,6006,0.4784,3.8272
54,7,6309,0.4668,3.7344
54,8,6262,0.4816,3.8528
54,9,6354,0.4908,3.9264
54,10,6079,0.4948,3.9584
54,11,5969,0.4788,3.8304
54,12,6141,0.4864,3.8912
54,13,6201,0.4776,3.8208
54,14,5905,0.4836,3.8688
54,15,5748,0.5,4.0
54,16,6787,0.4876,3.9008
54,17,6046,0.4836,3.8688
54,18,5803,0.4912,3.9296
54,19,6138,0.492,3.936
54,20,5740,0.4904,3.9232
54,21,6123,0.486,3.888
54,22,5792,0.4804,3.8432
54,23,6384,0.4788,3.8304
54,24,6377,0.482,3.856
54,25,5640,0.4996,3.9968
54,26,6220,0.4716,3.7728
54,27,5847,0.4904,3.9232
54,28,5919,0.4948,3.9584
54,29,6049,0.4848,3.8784
54,30,5783,0.4872,3.8976
54,31,5885,0.4784,3.8272
54,32,6342,0.4768,3.8144
54,33,6239,0.4844,3.8752
54,34,6648,0.4748,3.7984
54,35,5880,0.474,3.792
54,36,6342,0.4676,3.7408
54,37,5705,0.4912,3.9296
54,38,6448,0.4588,3.6704
54,39,6393,0.4696,3.7568
54,40,6262,0.4624,3.6992
54,41,6232,0.4724,3.7792
54,42,6008,0.4852,3.8816
54,43,6057,0.4684,3.7472
54,44,6497,0.468,3.744
54,45,5946,0.4932,3.9456
54,46,6239,0.494,3.952
54,47,6333,0.4756,3.8048
54,48,6035,0.4788,3.8304
54,49,6615,0.4828,3.8624
55,0,6172,0.4668,3.7344
55,1,5895,0.4848,3.8784
55,2,6201,0.4896,3.9168
55,3,6500,0.472,3.776
55,4,6080,0.4836,3.8688
55,5,5797,0.4996,3.9968
55,6,6311,0.4852,3.8816
55,7,6391,0.482,3.856
55,8,6640,0.4716,3.7728
55,9,6317,0.4768,3.8144
55,10,6261,0.482,3.856
55,11,5832,0.4724,3.7792
55,12,5488,0.4896,3.9168
55,13,5754,0.4804,3.8432
55,14,5900,0.4924,3.9392
55,15,5900,0.4884,3.9072
55,16,6544,0.4748,3.7984
55,17,6013,0.4832,3.8656
55,18,5446,0.4908,3.9264
55,19,5987,0.4876,3.9008
55,20,5883,0.4876,3.9008
55,21,6322,0.4748,3.7984
55,22,5966,0.4604,3.6832
55,23,6674,0.4696,3.7568
55,24,6293,0.4852,3.8816
55,25,6262,0.4772,3.8176
55,26,6033,0.484,3.872
55,27,6201,0.4864,3.8912
55,28,6193,0.4752,3.8016
55,29,6199,0.4724,3.7792
55,30,6365,0.4692,3.7536
55,31,6129,0.484,3.872
55,32,5956,0.4792,3.8336
55,33,5817,0.4792,3.8336
55,34,6072,0.4856,3.8848
55,35,6327,0.4844,3.8752
55,36,6101,0.482,3.856
55,37,5991,0.4928,3.9424
55,38,6155,0.4708,3.7664
55,39,6156,0.4848,3.8784
55,40,6524,0.4624,3.6992
55,41,6455,0.4712,3.7696
55,42,6246,0.5012,4.0096
55,43,6237,0.4868,3.8944
55,44,6505,0.4876,3.9008
55,45,5876,0.4844,3.8752
55,46,6382,0.4924,3.9392
55,47,6162,0.4904,3.9232
55,48,6067,0.4836,3.8688
55,49,6192,0.4764,3.8112
56,0,5963,0.4836,3.8688
56,1,6237,0.486,3.888
56,2,6209,0.4788,3.8304
56,3,5998,0.4788,3.8304
56,4,6469,0.4868,3.8944
56,5,6202,0.4748,3.7984
56,6,5815,0.476,3.808
56,7,6152,0.4684,3.7472
56,8,5417,0.4964,3.9712
56,9,5972,0.48,3.84
56,10,6231,0.4832,3.8656
56,11,6128,0.496,3.968
56,12,6521,0.48,3.84
56,13,6310,0.4772,3.8176
56,14,6409,0.4924,3.9392
56,15,5862,0.4888,3.9104
56,16,6520,0.4788,3.8304
56,17,5744,0.4876,3.9008
56,18,5992,0.494,3.952
56,19,6520,0.4772,3.8176
56,20,5850,0.4872,3.8976
56,21,6140,0.4816,3.8528
56,22,5715,0.4948,3.9584
56,23,6512,0.47,3.76
56,24,6659,0.4568,3.6544
56,25,6685,0.464,3.712
56,26,6480,0.466,3.728
56,27,5979,0.4852,3.8816
56,28,5979,0.4876,3.9008
56,29,5938,0.4924,3.9392
56,30,5686,0.4796,3.8368
56,31,6055,0.474,3.792
56,32,6418,0.488,3.904
56,33,6063,0.4848,3.8784
56,34,6360,0.4644,3.7152
56,35,6522,0.4788,3.8304
56,36,6305,0.4864,3.8912
56,37,5949,0.4728,3.7824
56,38,6590,0.4728,3.7824
56,39,6459,0.4828,3.8624
56,40,6365,0.492,3.936
56,41,6305,0.4768,3.8144
56,42,6824,0.488,3.904
56,43,6515,0.4856,3.8848
56,44,6332,0.4816,3.8528
56,45,6459,0.468,3.744
56,46,5845,0.5096,4.0768
56,47,6381,0.4704,3.7632
56,48,6210,0.4792,3.8336
56,49,6086,0.478,3.824
57,0,6344,0.4672,3.7376
57,1,6334,0.4696,3.7568
57,2,6401,0.4712,3.7696
57,3,5629,0.4696,3.7568
57,4,5829,0.4984,3.9872
57,5,5740,0.4888,3.9104
57,6,5924,0.4888,3.9104
57,7,6151,0.4668,3.7344
57,8,5932,0.4868,3.8944
57,9,6614,0.478,3.824
57,10,6157,0.4776,3.8208
57,11,6637,0.4944,3.9552
57,12,5960,0.4816,3.8528
57,13,5543,0.4944,3.9552
57,14,5501,0.4772,3.8176
57,15,5449,0.4952,3.9616
57,16,5412,0.49,3.92
57,17,6443,0.4752,3.8016
57,18,6078,0.466,3.728
57,19,6523,0.474,3.792
57,20,6554,0.48,3.84
57,21,6206,0.4736,3.7888
57,22,6159,0.4712,3.7696
57,23,5884,0.4872,3.8976
57,24,6079,0.474,3.792
57,25,6057,0.4924,3.9392
57,26,5562,0.476,3.808
57,27,5716,0.48,3.84
57,28,5902,0.5036,4.0288
57,29,5992,0.4888,3.9104
57,30,6030,0.4772,3.8176
57,31,6055,0.474,3.792
57,32,6463,0.4728,3.7824
57,33,6430,0.474,3.792
57,34,6145,0.4628,3.7024
57,35,6077,0.4704,3.7632
57,36,5726,0.4948,3.9584
57,37,5674,0.496,3.968
57,38,5793,0.482,3.856
57,39,6117,0.4796,3.8368
57,40,6504,0.482,3.856
57,41,6246,0.4868,3.8944
57,42,6707,0.4828,3.8624
57,43,6234,0.4828,3.8624
57,44,6080,0.474,3.792
57,45,6578,0.49,3.92
57,46,6072,0.4876,3.9008
57,47,5666,0.478,3.824
57,48,5915,0.4928,3.9424
57,49,6275,0.496,3.968
58,0,6156,0.496,3.968
58,1,5900,0.4928,3.9424
58,2,5828,0.4896,3.9168
58,3,6187,0.4752,3.8016
58,4,6303,0.4804,3.8432
58,5,6466,0.4812,3.8496
58,6,5796,0.4956,3.9648
58,7,6554,0.484,3.872
58,8,5871,0.484,3.872
58,9,5680,0.4808,3.8464
58,10,5993,0.4824,3.8592
58,11,6017,0.496,3.968
58,12,5457,0.4896,3.9168
58,13,6368,0.484,3.872
58,14,5840,0.5032,4.0256
58,15,5972,0.4932,3.9456
58,16,6640,0.4648,3.7184
58,17,6036,0.4748,3.7984
58,18,6191,0.47,3.76
58,19,5973,0.4832,3.8656
58,20,5217,0.5,4.0
58,21,6300,0.4844,3.8752
58,22,6110,0.474,3.792
58,23,5940,0.4952,3.9616
58,24,6176,0.4792,3.8336
58,25,5761,0.4792,3.8336
58,26,6091,0.474,3.792
58,27,6016,0.4848,3.8784
58,28,6043,0.4792,3.8336
58,29,6301,0.4788,3.8304
58,30,6459,0.478,3.824
58,31,5429,0.492,3.936
58,32,6262,0.4688,3.7504
58,33,6279,0.4916,3.9328
58,34,6243,0.4808,3.8464
58,35,5989,0.4808,3.8464
58,36,6078,0.4848,3.8784
58,37,6015,0.4832,3.8656
58,38,6194,0.4792,3.8336
58,39,6132,0.4868,3.8944
58,40,5723,0.5,4.0
58,41,5900,0.4828,3.8624
58,42,5720,0.4764,3.8112
58,43,6000,0.484,3.872
58,44,5863,0.492,3.936
58,45,6325,0.4928,3.9424
58,46,6478,0.4832,3.8656
58,47,5010,0.5016,4.0128
58,48,6430,0.4628,3.7024
58,49,5932,0.4776,3.8208
59,0,6008,0.478,3.824
59,1,5780,0.4808,3.8464
59,2,5957,0.4884,3.9072
59,3,5903,0.4776,3.8208
59,4,6903,0.4752,3.8016
59,5,5653,0.4856,3.8848
59,6,5862,0.4856,3.8848
59,7,6201,0.484,3.872
59,8,6184,0.4872,3.8976
59,9,6273,0.4676,3.7408
59,10,6404,0.4812,3.8496
59,11,6208,0.4732,3.7856
59,12,6222,0.4832,3.8656
59,13,6060,0.4912,3.9296
59,14,5721,0.4924,3.9392
59,15,6017,0.4856,3.8848
59,16,6438,0.4824,3.8592
59,17,6426,0.4604,3.6832
59,18,5911,0.4948,3.9584
59,19,5863,0.4916,3.9328
59,20,6166,0.4768,3.8144
59,21,6160,0.4892,3.9136
59,22,6404,0.4676,3.7408
59,23,5897,0.4612,3.6896
59,24,6009,0.4952,3.9616
59,25,6225,0.4896,3.9168
59,26,6740,0.4652,3.7216
59,27,6641,0.4752,3.8016
59,28,6547,0.4828,3.8624
59,29,6168,0.4956,3.9648
59,30,6142,0.4724,3.7792
59,31,5933,0.48,3.84
59,32,6263,0.4804,3.8432
59,33,6032,0.4756,3.8048
59,34,5798,0.4828,3.8624
59,35,6393,0.4692,3.7536
59,36,5341,0.498,3.984
59,37,6189,0.4788,3.8304
59,38,6016,0.4796,3.8368
59,39,5833,0.4904,3.9232
59,40,6001,0.4868,3.8944
59,41,6016,0.4832,3.8656
59,42,5672,0.4868,3.8944
59,43,6022,0.4868,3.8944
59,44,6364,0.4756,3.8048
59,45,6369,0.48,3.84
59,46,5758,0.4816,3.8528
59,47,6640,0.4796,3.8368
59,48,6406,0.4748,3.7984
59,49,6212,0.4644,3.7152
60,0,5854,0.4788,3.8304
60,1,6542,0.4724,3.7792
60,2,6458,0.4808,3.8464
60,3,6577,0.4664,3.7312
60,4,6407,0.4728,3.7824
60,5,6634,0.4728,3.7824
60,6,5777,0.4956,3.9648
60,7,6571,0.468,3.744
60,8,6467,0.4756,3.8048
60,9,5862,0.4748,3.7984
60,10,6709,0.4692,3.7536
60,11,6832,0.4652,3.7216
60,12,6016,0.4812,3.8496
60,13,6675,0.4712,3.7696
60,14,6493,0.4728,3.7824
60,15,6301,0.4784,3.8272
60,16,6659,0.4628,3.7024
60,17,6761,0.4596,3.6768
60,18,6194,0.4964,3.9712
60,19,6203,0.4936,3.9488
60,20,6782,0.4636,3.7088
60,21,6342,0.4724,3.7792
60,22,6211,0.4856,3.8848
60,23,6347,0.486,3.888
60,24,5751,0.4728,3.7824
60,25,6353,0.4712,3.7696
60,26,5918,0.4928,3.9424
60,27,5979,0.4868,3.8944
60,28,5828,0.4904,3.9232
60,29,5681,0.486,3.888
60,30,5825,0.4832,3.8656
60,31,6518,0.4824,3.8592
60,32,6092,0.4804,3.8432
60,33,5999,0.4712,3.7696
60,34,6624,0.4796,3.8368
60,35,5718,0.4908,3.9264
60,36,5740,0.4768,3.8144
60,37,6227,0.4784,3.8272
60,38,5875,0.4836,3.8688
60,39,6196,0.4728,3.7824
60,40,5909,0.4668,3.7344
60,41,6236,0.4908,3.9264
60,42,6462,0.4776,3.8208
60,43,5601,0.5016,4.0128
60,44,6166,0.4844,3.8752
60,45,6333,0.4704,3.7632
60,46,6329,0.474,3.792
60,47,6557,0.4708,3.7664
60,48,6321,0.4888,3.9104
60,49,6068,0.4892,3.9136
61,0,6298,0.474,3.792
61,1,6346,0.4752,3.8016
61,2,6338,0.468,3.744
61,3,6341,0.466,3.728
61,4,6410,0.4696,3.7568
61,5,6117,0.4612,3.6896
61,6,6576,0.4652,3.7216
61,7,6219,0.4864,3.8912
61,8,6843,0.4588,3.6704
61,9,6688,0.46,3.68
61,10,5767,0.4824,3.8592
61,11,6335,0.476,3.808
61,12,6722,0.4708,3.7664
61,13,6504,0.4664,3.7312
61,14,6270,0.4756,3.8048
61,15,6503,0.4752,3.8016
61,16,6373,0.4612,3.6896
61,17,6181,0.4796,3.8368
61,18,6332,0.4696,3.7568
61,19,6020,0.4824,3.8592
61,20,6253,0.4712,3.7696
61,21,6636,0.4788,3.8304
61,22,6354,0.4752,3.8016
61,23,5996,0.4908,3.9264
61,24,6173,0.4912,3.9296
61,25,6760,0.4808,3.8464
61,26,6140,0.4672,3.7376
61,27,6397,0.472,3.776
61,28,6384,0.494,3.952
61,29,5724,0.4892,3.9136
61,30,6255,0.488,3.904
61,31,6047,0.486,3.888
61,32,6078,0.4816,3.8528
61,33,6255,0.4848,3.8784
61,34,5848,0.4904,3.9232
61,35,6114,0.478,3.824
61,36,6652,0.4696,3.7568
61,37,6167,0.4744,3.7952
61,38,6043,0.4736,3.7888
61,39,6430,0.4704,3.7632
61,40,5688,0.494,3.952
61,41,5711,0.4768,3.8144
61,42,5802,0.4968,3.9744
61,43,5625,0.5016,4.0128
61,44,6183,0.482,3.856
61,45,6220,0.4888,3.9104
61,46,6439,0.4732,3.7856
61,47,5776,0.4748,3.7984
61,48,5897,0.4896,3.9168
61,49,6446,0.4748,3.7984
62,0,6262,0.4912,3.9296
62,1,6427,0.4776,3.8208
62,2,6061,0.464,3.712
62,3,6306,0.478,3.824
62,4,6497,0.4688,3.7504
62,5,6147,0.484,3.872
62,6,5898,0.4876,3.9008
62,7,6251,0.4852,3.8816
62,8,6409,0.4788,3.8304
62,9,5795,0.4776,3.8208
62,10,6292,0.4964,3.9712
62,11,5628,0.4896,3.9168
62,12,6018,0.4716,3.7728
62,13,6311,0.4668,3.7344
62,14,6377,0.4712,3.7696
62,15,6405,0.4696,3.7568
62,16,6242,0.4776,3.8208
62,17,6222,0.4744,3.7952
62,18,6186,0.4716,3.7728
62,19,6301,0.4836,3.8688
62,20,6455,0.47,3.76
62,21,6123,0.4756,3.8048
62,22,6065,0.488,3.904
62,23,5785,0.4928,3.9424
62,24,6606,0.4672,3.7376
62,25,6324,0.472,3.776
62,26,6435,0.48,3.84
62,27,6249,0.4788,3.8304
62,28,6186,0.4696,3.7568
62,29,6560,0.4784,3.8272
62,30,5703,0.4824,3.8592
62,31,6066,0.4844,3.8752
62,32,5760,0.4832,3.8656
62,33,5965,0.476,3.808
62,34,6238,0.478,3.824
62,35,6153,0.4664,3.7312
62,36,5919,0.4772,3.8176
62,37,6570,0.4764,3.8112
62,38,6616,0.4724,3.7792
62,39,6408,0.4684,3.7472
62,40,6453,0.4764,3.8112
62,41,6515,0.4724,3.7792
62,42,6003,0.4836,3.8688
62,43,5759,0.4828,3.8624
62,44,6710,0.4836,3.8688
62,45,6073,0.4752,3.8016
62,46,6257,0.4632,3.7056
62,47,6342,0.48,3.84
62,48,6054,0.482,3.856
62,49,6171,0.492,3.936
63,0,6366,0.4792,3.8336
63,1,6803,0.4724,3.7792
63,2,6149,0.472,3.776
63,3,5671,0.5,4.0
63,4,6256,0.486,3.888
63,5,6065,0.4768,3.8144
63,6,6506,0.4752,3.8016
63,7,6042,0.4884,3.9072
63,8,5993,0.4912,3.9296
63,9,6756,0.476,3.808
63,10,6562,0.4772,3.8176
63,11,6081,0.4888,3.9104
63,12,6180,0.484,3.872
63,13,6403,0.4768,3.8144
63,14,6142,0.488,3.904
63,15,5922,0.4704,3.7632
63,16,5827,0.4804,3.8432
63,17,6205,0.4708,3.7664
63,18,6463,0.4704,3.7632
63,19,6341,0.4872,3.8976
63,20,6066,0.4932,3.9456
63,21,6274,0.492,3.936
63,22,6398,0.4756,3.8048
63,23,6038,0.4892,3.9136
63,24,6023,0.4824,3.8592
63,25,6097,0.4848,3.8784
63,26,6045,0.486,3.888
63,27,6069,0.4792,3.8336
63,28,6341,0.484,3.872
63,29,6418,0.4796,3.8368
63,30,5607,0.4964,3.9712
63,31,5984,0.4724,3.7792
63,32,6224,0.476,3.808
63,33,6113,0.5008,4.0064
63,34,6112,0.4708,3.7664
63,35,5974,0.4896,3.9168
63,36,5612,0.4776,3.8208
63,37,6339,0.4716,3.7728
63,38,6239,0.4864,3.8912
63,39,6237,0.488,3.904
63,40,6283,0.4748,3.7984
63,41,5901,0.4792,3.8336
63,42,6162,0.484,3.872
63,43,6039,0.4808,3.8464
63,44,6048,0.4888,3.9104
63,45,6416,0.4748,3.7984
63,46,6199,0.4648,3.7184
63,47,6263,0.4868,3.8944
63,48,5994,0.4928,3.9424
63,49,6660,0.4748,3.7984
64,0,5937,0.4852,3.8816
64,1,5922,0.4968,3.9744
64,2,6269,0.4788,3.8304
64,3,5976,0.4844,3.8752
64,4,6169,0.474,3.792
64,5,6217,0.4824,3.8592
64,6,6186,0.4708,3.7664
64,7,6418,0.484,3.872
64,8,5799,0.4708,3.7664
64,9,6487,0.4936,3.9488
64,10,5921,0.4864,3.8912
64,11,6113,0.4928,3.9424
64,12,6074,0.472,3.776
64,13,6050,0.4888,3.9104
64,14,5578,0.4928,3.9424
64,15,6246,0.4776,3.8208
64,16,6670,0.4708,3.7664
64,17,6257,0.49,3.92
64,18,6211,0.4864,3.8912
64,19,6355,0.4868,3.8944
64,20,6066,0.4904,3.9232
64,21,6483,0.4804,3.8432
64,22,6278,0.474,3.792
64,23,6319,0.4692,3.7536
64,24,6220,0.49,3.92
64,25,6263,0.4688,3.7504
64,26,6517,0.4804,3.8432
64,27,6428,0.486,3.888
64,28,5679,0.4936,3.9488
64,29,6162,0.4744,3.7952
64,30,6587,0.4752,3.8016
64,31,6405,0.4712,3.7696
64,32,5857,0.4824,3.8592
64,33,6231,0.4884,3.9072
64,34,6120,0.4836,3.8688
64,35,6132,0.4776,3.8208
64,36,6155,0.4788,3.8304
64,37,6245,0.4768,3.8144
64,38,6124,0.4896,3.9168
64,39,6460,0.4836,3.8688
64,40,6097,0.49,3.92
64,41,5873,0.4788,3.8304
64,42,5942,0.4796,3.8368
64,43,5668,0.4764,3.8112
64,44,6666,0.4792,3.8336
64,45,5863,0.4912,3.9296
64,46,5857,0.4904,3.9232
64,47,6568,0.476,3.808
64,48,5796,0.4756,3.8048
64,49,5803,0.4864,3.8912
65,0,6676,0.468,3.744
65,1,5359,0.5,4.0
65,2,6349,0.4848,3.8784
65,3,5783,0.4792,3.8336
65,4,6185,0.4832,3.8656
65,5,6440,0.4732,3.7856
65,6,5733,0.4836,3.8688
65,7,6107,0.4936,3.9488
65,8,6647,0.4776,3.8208
65,9,6388,0.4924,3.9392
65,10,6291,0.5044,4.0352
65,11,6254,0.4828,3.8624
65,12,6519,0.4864,3.8912
65,13,6490,0.4812,3.8496
65,14,6338,0.4764,3.8112
65,15,6145,0.5,4.0
65,16,6362,0.4908,3.9264
65,17,6009,0.4956,3.9648
65,18,6529,0.4876,3.9008
65,19,6644,0.4772,3.8176
65,20,6060,0.4824,3.8592
65,21,6052,0.4844,3.8752
65,22,6271,0.4756,3.8048
65,23,6218,0.4792,3.8336
65,24,6387,0.4924,3.9392
65,25,6177,0.4728,3.7824
65,26,6215,0.4864,3.8912
65,27,6320,0.4868,3.8944
65,28,6423,0.484,3.872
65,29,6309,0.492,3.936
65,30,5280,0.4864,3.8912
65,31,5951,0.4744,3.7952
65,32,6523,0.4756,3.8048
65,33,6168,0.476,3.808
65,34,6213,0.4784,3.8272
65,35,6318,0.486,3.888
65,36,6191,0.4952,3.9616
65,37,6417,0.476,3.808
65,38,6344,0.4796,3.8368
65,39,5981,0.494,3.952
65,40,6014,0.4904,3.9232
65,41,5977,0.4828,3.8624
65,42,5532,0.5016,4.0128
65,43,6067,0.4812,3.8496
65,44,5867,0.492,3.936
65,45,6168,0.474,3.792
65,46,5890,0.4896,3.9168
65,47,6204,0.476,3.808
65,48,6359,0.49,3.92
65,49,5970,0.4872,3.8976
66,0,6359,0.4828,3.8624
66,1,6303,0.4852,3.8816
66,2,6298,0.484,3.872
66,3,6484,0.4724,3.7792
66,4,6591,0.4764,3.8112
66,5,6395,0.4808,3.8464
66,6,6106,0.5016,4.0128
66,7,6010,0.4836,3.8688
66,8,5859,0.4972,3.9776
66,9,6291,0.486,3.888
66,10,6218,0.4888,3.9104
66,11,6534,0.4836,3.8688
66,12,6139,0.4816,3.8528
66,13,5844,0.494,3.952
66,14,6077,0.48,3.84
66,15,6597,0.4872,3.8976
66,16,6178,0.4744,3.7952
66,17,6649,0.4832,3.8656
66,18,5965,0.4852,3.8816
66,19,5526,0.5,4.0
66,20,6172,0.488,3.904
66,21,6326,0.4728,3.7824
66,22,6031,0.4888,3.9104
66,23,6462,0.4868,3.8944
66,24,6319,0.4884,3.9072
66,25,5846,0.4876,3.9008
66,26,6424,0.4824,3.8592
66,27,6772,0.4808,3.8464
66,28,6218,0.4816,3.8528
66,29,5669,0.4936,3.9488
66,30,5951,0.4732,3.7856
66,31,6520,0.47,3.76
66,32,6001,0.4884,3.9072
66,33,5850,0.4916,3.9328
66,34,5854,0.4888,3.9104
66,35,5974,0.4724,3.7792
66,36,5878,0.4996,3.9968
66,37,6216,0.4848,3.8784
66,38,5952,0.4844,3.8752
66,39,6425,0.468,3.744
66,40,6240,0.4888,3.9104
66,41,5982,0.4836,3.8688
66,42,6729,0.4688,3.7504
66,43,5856,0.4844,3.8752
66,44,6195,0.4888,3.9104
66,45,5810,0.4776,3.8208
66,46,6475,0.4776,3.8208
66,47,6348,0.4964,3.9712
66,48,6594,0.4708,3.7664
66,49,6095,0.488,3.904
67,0,6183,0.4832,3.8656
67,1,6032,0.4936,3.9488
67,2,6475,0.486,3.888
67,3,6255,0.4932,3.9456
67,4,5946,0.4864,3.8912
67,5,6612,0.466,3.728
67,6,6307,0.4696,3.7568
67,7,6139,0.49,3.92
67,8,6327,0.4852,3.8816
67,9,6158,0.482,3.856
67,10,6132,0.4856,3.8848
