Generation,Individual,Fitness,Density,Avg_Neighbors
16,36,6017,0.5012,4.0096
16,37,6481,0.4836,3.8688
16,38,6352,0.48,3.84
16,39,5764,0.4988,3.9904
16,40,6004,0.4968,3.9744
16,41,5927,0.486,3.888
16,42,5670,0.488,3.904
16,43,6988,0.48,3.84
16,44,6375,0.4856,3.8848
16,45,6487,0.4732,3.7856
16,46,6187,0.4836,3.8688
16,47,6292,0.4816,3.8528
16,48,6107,0.476,3.808
16,49,6357,0.5044,4.0352
17,0,6193,0.4884,3.9072
17,1,5982,0.4816,3.8528
17,2,6323,0.4796,3.8368
17,3,6284,0.49,3.92
17,4,6144,0.4772,3.8176
17,5,5410,0.5044,4.0352
17,6,6126,0.4992,3.9936
17,7,6426,0.4776,3.8208
17,8,6123,0.4908,3.9264
17,9,6087,0.5044,4.0352
17,10,6301,0.4864,3.8912
17,11,6424,0.4864,3.8912
17,12,6306,0.4868,3.8944
17,13,6486,0.4868,3.8944
17,14,6060,0.476,3.808
17,15,6503,0.4736,3.7888
17,16,6026,0.4948,3.9584
17,17,5260,0.4952,3.9616
17,18,6485,0.48,3.84
17,19,6373,0.4844,3.8752
17,20,5804,0.484,3.872
17,21,5833,0.4932,3.9456
17,22,5691,0.4872,3.8976
17,23,5958,0.4936,3.9488
17,24,5509,0.4988,3.9904
17,25,5604,0.4908,3.9264
17,26,6238,0.4936,3.9488
17,27,5703,0.5,4.0
17,28,6318,0.4676,3.7408
17,29,6304,0.4788,3.8304
17,30,6346,0.4744,3.7952
17,31,5992,0.4908,3.9264
17,32,5689,0.4896,3.9168
17,33,6619,0.4816,3.8528
17,34,6159,0.4856,3.8848
17,35,6123,0.4792,3.8336
17,36,6684,0.4804,3.8432
17,37,5985,0.4864,3.8912
17,38,6681,0.4692,3.7536
17,39,6668,0.4732,3.7856
17,40,5944,0.4796,3.8368
17,41,5841,0.4812,3.8496
17,42,5900,0.4972,3.9776
17,43,5924,0.4888,3.9104
17,44,6006,0.4892,3.9136
17,45,6564,0.4848,3.8784
17,46,5970,0.4888,3.9104
17,47,5942,0.492,3.936
17,48,5451,0.5028,4.0224
17,49,5822,0.4936,3.9488
18,0,6027,0.4816,3.8528
18,1,6411,0.4764,3.8112
18,2,6385,0.4752,3.8016
18,3,5875,0.4864,3.8912
18,4,5611,0.492,3.936
18,5,5785,0.4776,3.8208
18,6,5770,0.486,3.888
18,7,5706,0.4848,3.8784
18,8,6416,0.4908,3.9264
18,9,5959,0.49,3.92
18,10,5923,0.4772,3.8176
18,11,6239,0.4752,3.8016
18,12,6284,0.4736,3.7888
18,13,6517,0.4824,3.8592
18,14,6360,0.4752,3.8016
18,15,6502,0.4824,3.8592
18,16,6164,0.4828,3.8624
18,17,6423,0.4736,3.7888
18,18,6391,0.4808,3.8464
18,19,5931,0.4856,3.8848
18,20,5995,0.48,3.84
18,21,6127,0.4876,3.9008
18,22,5781,0.4816,3.8528
18,23,6213,0.4872,3.8976
18,24,6082,0.4912,3.9296
18,25,6694,0.4772,3.8176
18,26,6509,0.478,3.824
18,27,5994,0.4768,3.8144
18,28,6487,0.4808,3.8464
18,29,6421,0.4804,3.8432
18,30,6115,0.484,3.872
18,31,6327,0.4856,3.8848
18,32,5778,0.4884,3.9072
18,33,6671,0.47,3.76
18,34,5799,0.4924,3.9392
18,35,6047,0.4864,3.8912
18,36,5924,0.492,3.936
18,37,6067,0.4788,3.8304
18,38,6264,0.4824,3.8592
18,39,5646,0.4988,3.9904
18,40,6173,0.4856,3.8848
18,41,6272,0.4772,3.8176
18,42,6001,0.4864,3.8912
18,43,6136,0.4828,3.8624
18,44,6290,0.4924,3.9392
18,45,6359,0.4856,3.8848
18,46,5297,0.4936,3.9488
18,47,5953,0.4868,3.8944
18,48,6175,0.49,3.92
18,49,6420,0.4704,3.7632
19,0,6199,0.4908,3.9264
19,1,6588,0.4768,3.8144
19,2,5835,0.4828,3.8624
19,3,5813,0.4824,3.8592
19,4,5979,0.4904,3.9232
19,5,6120,0.4868,3.8944
19,6,6064,0.4908,3.9264
19,7,6213,0.4764,3.8112
19,8,6591,0.484,3.872
19,9,5535,0.4908,3.9264
19,10,5967,0.4784,3.8272
19,11,5915,0.4732,3.7856
19,12,6425,0.4648,3.7184
19,13,5809,0.5008,4.0064
19,14,5396,0.5024,4.0192
19,15,6357,0.4804,3.8432
19,16,5951,0.4788,3.8304
19,17,6095,0.4912,3.9296
19,18,6448,0.4928,3.9424
19,19,5774,0.476,3.808
19,20,6361,0.4852,3.8816
19,21,6448,0.4864,3.8912
19,22,5192,0.4888,3.9104
19,23,6167,0.4828,3.8624
19,24,5939,0.48,3.84
19,25,6412,0.4784,3.8272
19,26,6295,0.4756,3.8048
19,27,6389,0.4812,3.8496
19,28,5822,0.4892,3.9136
19,29,5826,0.4772,3.8176
19,30,6624,0.476,3.808
19,31,6491,0.4756,3.8048
19,32,6163,0.4936,3.9488
19,33,6059,0.4804,3.8432
19,34,6012,0.484,3.872
19,35,6312,0.4856,3.8848
19,36,5930,0.4844,3.8752
19,37,5752,0.488,3.904
19,38,5815,0.4884,3.9072
19,39,6110,0.4824,3.8592
19,40,5723,0.4796,3.8368
19,41,5526,0.5056,4.0448
19,42,5966,0.4872,3.8976
19,43,5997,0.4912,3.9296
19,44,6117,0.4808,3.8464
19,45,6563,0.4808,3.8464
19,46,6742,0.4804,3.8432
19,47,6350,0.486,3.888
19,48,5471,0.4776,3.8208
19,49,6292,0.4852,3.8816
20,0,6186,0.4828,3.8624
20,1,5852,0.4888,3.9104
20,2,6030,0.4724,3.7792
20,3,6606,0.4828,3.8624
20,4,6250,0.4888,3.9104
20,5,6301,0.4832,3.8656
20,6,6525,0.4824,3.8592
20,7,6136,0.4868,3.8944
20,8,6294,0.4792,3.8336
20,9,6354,0.4824,3.8592
20,10,6084,0.4884,3.9072
20,11,6099,0.486,3.888
20,12,6194,0.4876,3.9008
20,13,6408,0.484,3.872
20,14,6113,0.482,3.856
20,15,6180,0.4824,3.8592
20,16,6397,0.4876,3.9008
20,17,6229,0.48,3.84
20,18,5607,0.4816,3.8528
20,19,6065,0.4892,3.9136
20,20,5873,0.4956,3.9648
20,21,6279,0.4824,3.8592
20,22,6335,0.4852,3.8816
20,23,5816,0.4888,3.9104
20,24,6383,0.4724,3.7792
20,25,6015,0.4936,3.9488
20,26,5174,0.5036,4.0288
20,27,6389,0.4812,3.8496
20,28,6206,0.4952,3.9616
20,29,5839,0.4776,3.8208
20,30,6383,0.484,3.872
20,31,6500,0.4772,3.8176
20,32,5732,0.4944,3.9552
20,33,6731,0.4716,3.7728
20,34,6567,0.478,3.824
20,35,7011,0.4704,3.7632
20,36,6134,0.4756,3.8048
20,37,5846,0.4844,3.8752
20,38,6369,0.4844,3.8752
20,39,6540,0.4736,3.7888
20,40,6869,0.4596,3.6768
20,41,6170,0.4708,3.7664
20,42,5934,0.492,3.936
20,43,5819,0.4736,3.7888
20,44,5796,0.4948,3.9584
20,45,6247,0.4796,3.8368
20,46,6263,0.4788,3.8304
20,47,6012,0.5028,4.0224
20,48,5769,0.498,3.984
20,49,6429,0.4848,3.8784
21,0,6293,0.5028,4.0224
21,1,6252,0.488,3.904
21,2,6108,0.4876,3.9008
21,3,6240,0.4844,3.8752
21,4,6060,0.484,3.872
21,5,6085,0.4776,3.8208
21,6,5965,0.4832,3.8656
21,7,6033,0.4856,3.8848
21,8,6802,0.4712,3.7696
21,9,5566,0.4872,3.8976
21,10,5703,0.4944,3.9552
21,11,6458,0.4696,3.7568
21,12,6047,0.4808,3.8464
21,13,5849,0.49,3.92
21,14,5900,0.476,3.808
21,15,6504,0.4748,3.7984
21,16,6164,0.4768,3.8144
21,17,6459,0.4704,3.7632
21,18,6466,0.4776,3.8208
21,19,6260,0.4852,3.8816
21,20,5756,0.4856,3.8848
21,21,6503,0.4776,3.8208
21,22,5393,0.4944,3.9552
21,23,5477,0.4944,3.9552
21,24,6436,0.4884,3.9072
21,25,6024,0.4836,3.8688
21,26,6175,0.4756,3.8048
21,27,6147,0.4936,3.9488
21,28,6397,0.4872,3.8976
21,29,6052,0.4904,3.9232
21,30,6304,0.4632,3.7056
21,31,5947,0.4772,3.8176
21,32,6206,0.4876,3.9008
21,33,5664,0.4908,3.9264
21,34,6260,0.4816,3.8528
21,35,6023,0.4808,3.8464
21,36,6577,0.4688,3.7504
21,37,6305,0.496,3.968
21,38,5524,0.4948,3.9584
21,39,6150,0.486,3.888
21,40,6179,0.482,3.856
21,41,6652,0.4664,3.7312
21,42,6011,0.4844,3.8752
21,43,5786,0.4836,3.8688
21,44,5556,0.4952,3.9616
21,45,6616,0.4804,3.8432
21,46,5959,0.4808,3.8464
21,47,6188,0.4816,3.8528
21,48,5876,0.488,3.904
21,49,5630,0.506,4.048
22,0,5840,0.4904,3.9232
22,1,5669,0.4884,3.9072
22,2,6302,0.4908,3.9264
22,3,6159,0.4756,3.8048
22,4,6095,0.468,3.744
22,5,6216,0.4868,3.8944
22,6,6115,0.4792,3.8336
22,7,6280,0.4932,3.9456
22,8,5917,0.478,3.824
22,9,6085,0.478,3.824
22,10,6466,0.4796,3.8368
22,11,6284,0.4828,3.8624
22,12,6454,0.4824,3.8592
22,13,6007,0.476,3.808
22,14,5734,0.4872,3.8976
22,15,6391,0.4944,3.9552
22,16,6252,0.4868,3.8944
22,17,6156,0.4916,3.9328
22,18,5849,0.492,3.936
22,19,6409,0.478,3.824
22,20,6507,0.4884,3.9072
22,21,5889,0.492,3.936
22,22,5771,0.4804,3.8432
22,23,6406,0.4784,3.8272
22,24,6292,0.4776,3.8208
22,25,5930,0.4768,3.8144
22,26,5719,0.4968,3.9744
22,27,5774,0.5052,4.0416
22,28,5595,0.4796,3.8368
22,29,6095,0.4756,3.8048
22,30,6196,0.4972,3.9776
22,31,6494,0.4736,3.7888
22,32,5909,0.4816,3.8528
22,33,6492,0.4776,3.8208
22,34,6249,0.4864,3.8912
22,35,6515,0.4736,3.7888
22,36,6163,0.4612,3.6896
22,37,6133,0.4816,3.8528
22,38,5844,0.4936,3.9488
22,39,5823,0.4948,3.9584
22,40,5621,0.4928,3.9424
22,41,5958,0.4872,3.8976
22,42,6324,0.4728,3.7824
22,43,5911,0.4872,3.8976
22,44,5336,0.4948,3.9584
22,45,6144,0.4824,3.8592
22,46,6477,0.4908,3.9264
22,47,6480,0.4848,3.8784
22,48,6145,0.4816,3.8528
22,49,5979,0.48,3.84
23,0,6177,0.4824,3.8592
23,1,6434,0.4744,3.7952
23,2,6123,0.4796,3.8368
23,3,6476,0.4792,3.8336
23,4,6368,0.4792,3.8336
23,5,5928,0.4844,3.8752
23,6,5985,0.4904,3.9232
23,7,6134,0.48,3.84
23,8,5679,0.4848,3.8784
23,9,5906,0.482,3.856
23,10,5814,0.4932,3.9456
23,11,6112,0.4976,3.9808
23,12,5984,0.4888,3.9104
23,13,6686,0.4768,3.8144
23,14,6371,0.4736,3.7888
23,15,6048,0.4752,3.8016
23,16,5885,0.5048,4.0384
23,17,5973,0.4888,3.9104
23,18,6488,0.4668,3.7344
23,19,6100,0.4868,3.8944
23,20,5973,0.4924,3.9392
23,21,6168,0.4888,3.9104
23,22,6348,0.474,3.792
23,23,6050,0.4932,3.9456
23,24,5927,0.496,3.968
23,25,6104,0.4932,3.9456
23,26,6436,0.4764,3.8112
23,27,6041,0.4844,3.8752
23,28,6268,0.4852,3.8816
23,29,6131,0.4884,3.9072
23,30,5822,0.4708,3.7664
23,31,5765,0.4768,3.8144
23,32,6306,0.4716,3.7728
23,33,6257,0.4828,3.8624
23,34,5978,0.4864,3.8912
23,35,6354,0.4884,3.9072
23,36,6577,0.476,3.808
23,37,6559,0.4824,3.8592
23,38,5939,0.4872,3.8976
23,39,5398,0.4924,3.9392
23,40,5809,0.482,3.856
23,41,6375,0.4792,3.8336
23,42,6037,0.4932,3.9456
23,43,6050,0.4992,3.9936
23,44,5692,0.4868,3.8944
23,45,6269,0.4884,3.9072
23,46,6072,0.4916,3.9328
23,47,5956,0.49,3.92
23,48,5765,0.488,3.904
23,49,5947,0.4768,3.8144
24,0,6067,0.4668,3.7344
24,1,6075,0.4716,3.7728
24,2,5985,0.4756,3.8048
24,3,6527,0.4784,3.8272
24,4,6556,0.4672,3.7376
24,5,6217,0.4832,3.8656
24,6,6186,0.476,3.808
24,7,6364,0.4776,3.8208
24,8,5685,0.4988,3.9904
24,9,5956,0.4832,3.8656
24,10,6180,0.4776,3.8208
24,11,6207,0.482,3.856
24,12,5728,0.4864,3.8912
24,13,6076,0.4912,3.9296
24,14,6476,0.4764,3.8112
24,15,5932,0.4776,3.8208
24,16,5936,0.4884,3.9072
24,17,6600,0.4764,3.8112
24,18,5840,0.488,3.904
24,19,6016,0.4864,3.8912
24,20,5702,0.4884,3.9072
24,21,5814,0.488,3.904
24,22,6240,0.4836,3.8688
24,23,6389,0.4772,3.8176
24,24,6523,0.486,3.888
24,25,6218,0.4772,3.8176
24,26,6744,0.4788,3.8304
24,27,6122,0.4812,3.8496
24,28,5990,0.4716,3.7728
24,29,6197,0.48,3.84
24,30,6199,0.4812,3.8496
24,31,6384,0.4872,3.8976
24,32,6033,0.492,3.936
24,33,6426,0.4748,3.7984
24,34,5964,0.4836,3.8688
24,35,6324,0.4812,3.8496
24,36,6188,0.5032,4.0256
24,37,6384,0.4944,3.9552
24,38,6645,0.484,3.872
24,39,6168,0.4856,3.8848
24,40,5933,0.478,3.824
24,41,6014,0.4812,3.8496
24,42,6275,0.47,3.76
24,43,6058,0.4792,3.8336
24,44,6594,0.4744,3.7952
24,45,5981,0.4948,3.9584
24,46,5762,0.5008,4.0064
24,47,6397,0.484,3.872
24,48,5908,0.4904,3.9232
24,49,6283,0.4676,3.7408
25,0,6197,0.474,3.792
25,1,6126,0.4928,3.9424
25,2,5732,0.4768,3.8144
25,3,6061,0.4856,3.8848
25,4,5720,0.4724,3.7792
25,5,6463,0.4756,3.8048
25,6,5449,0.4968,3.9744
25,7,6163,0.4888,3.9104
25,8,6177,0.4856,3.8848
25,9,5879,0.4888,3.9104
25,10,5827,0.4872,3.8976
25,11,6665,0.4704,3.7632
25,12,5895,0.4872,3.8976
25,13,5982,0.4916,3.9328
25,14,6376,0.4744,3.7952
25,15,6188,0.4764,3.8112
25,16,5368,0.4928,3.9424
25,17,6371,0.4856,3.8848
25,18,6311,0.4912,3.9296
25,19,5681,0.482,3.856
25,20,5985,0.4808,3.8464
25,21,6467,0.486,3.888
25,22,6140,0.478,3.824
25,23,6338,0.4844,3.8752
25,24,6256,0.4664,3.7312
25,25,6447,0.4692,3.7536
25,26,5930,0.4892,3.9136
25,27,6107,0.4828,3.8624
25,28,6642,0.484,3.872
25,29,6543,0.4732,3.7856
25,30,5602,0.4948,3.9584
25,31,5785,0.484,3.872
25,32,5804,0.4896,3.9168
25,33,6553,0.4788,3.8304
25,34,6184,0.4832,3.8656
25,35,6393,0.4852,3.8816
25,36,5690,0.502,4.016
25,37,6124,0.492,3.936
25,38,6075,0.4952,3.9616
25,39,5771,0.484,3.872
25,40,5927,0.484,3.872
25,41,6468,0.488,3.904
25,42,6247,0.4784,3.8272
25,43,6216,0.4784,3.8272
25,44,5840,0.4912,3.9296
25,45,5919,0.4932,3.9456
25,46,6609,0.4784,3.8272
25,47,6324,0.4844,3.8752
25,48,6181,0.4716,3.7728
25,49,6687,0.4664,3.7312
26,0,6609,0.486,3.888
26,1,5658,0.4908,3.9264
26,2,6372,0.4668,3.7344
26,3,5713,0.4932,3.9456
26,4,5972,0.4944,3.9552
26,5,5367,0.4964,3.9712
26,6,6015,0.4832,3.8656
26,7,6454,0.4848,3.8784
26,8,6276,0.4884,3.9072
26,9,6570,0.4708,3.7664
26,10,6505,0.4824,3.8592
26,11,6210,0.478,3.824
26,12,5407,0.498,3.984
26,13,5824,0.4964,3.9712
26,14,5530,0.4932,3.9456
26,15,6245,0.476,3.808
26,16,6432,0.4732,3.7856
26,17,6506,0.4656,3.7248
26,18,6530,0.482,3.856
26,19,6065,0.4884,3.9072
26,20,6560,0.4596,3.6768
26,21,6232,0.4972,3.9776
26,22,6278,0.4928,3.9424
26,23,6001,0.4928,3.9424
26,24,5973,0.4828,3.8624
26,25,6397,0.4796,3.8368
26,26,6150,0.49,3.92
26,27,5976,0.4928,3.9424
26,28,5971,0.4932,3.9456
26,29,6258,0.4748,3.7984
26,30,6194,0.4816,3.8528
26,31,6458,0.4636,3.7088
26,32,6249,0.484,3.872
26,33,6024,0.484,3.872
26,34,5952,0.4912,3.9296
26,35,6418,0.4712,3.7696
26,36,6417,0.4764,3.8112
26,37,5862,0.4772,3.8176
26,38,6497,0.4604,3.6832
26,39,6538,0.4764,3.8112
26,40,5928,0.4824,3.8592
26,41,6071,0.4972,3.9776
26,42,6104,0.4744,3.7952
26,43,6276,0.4616,3.6928
26,44,6571,0.4708,3.7664
26,45,6114,0.484,3.872
26,46,5991,0.4604,3.6832
26,47,6276,0.484,3.872
26,48,6244,0.4736,3.7888
26,49,6020,0.4932,3.9456
27,0,6234,0.4848,3.8784
27,1,6401,0.486,3.888
27,2,6377,0.4596,3.6768
27,3,6901,0.4692,3.7536
27,4,6528,0.4624,3.6992
27,5,6412,0.4764,3.8112
27,6,6289,0.4848,3.8784
27,7,6676,0.486,3.888
27,8,6214,0.472,3.776
27,9,5895,0.484,3.872
27,10,5994,0.502,4.016
27,11,6017,0.494,3.952
27,12,6338,0.4788,3.8304
27,13,5919,0.4848,3.8784
27,14,5413,0.4868,3.8944
27,15,6172,0.4692,3.7536
27,16,6282,0.4732,3.7856
27,17,6711,0.4696,3.7568
27,18,6628,0.4748,3.7984
27,19,6115,0.492,3.936
27,20,6516,0.4684,3.7472
27,21,6276,0.4768,3.8144
27,22,6432,0.4776,3.8208
27,23,5905,0.4912,3.9296
27,24,6315,0.4936,3.9488
27,25,6060,0.4916,3.9328
27,26,6111,0.474,3.792
27,27,6606,0.4704,3.7632
27,28,6336,0.4796,3.8368
27,29,6171,0.4736,3.7888
27,30,7136,0.4596,3.6768
27,31,6453,0.4724,3.7792
27,32,6337,0.478,3.824
27,33,6474,0.4736,3.7888
27,34,6037,0.4904,3.9232
27,35,6138,0.4724,3.7792
27,36,5916,0.4844,3.8752
27,37,5741,0.482,3.856
27,38,5428,0.496,3.968
27,39,6192,0.4656,3.7248
27,40,6053,0.4832,3.8656
27,41,6258,0.4752,3.8016
27,42,6568,0.4792,3.8336
27,43,6196,0.4872,3.8976
27,44,6243,0.4808,3.8464
27,45,6821,0.4696,3.7568
27,46,6386,0.4708,3.7664
27,47,6015,0.4688,3.7504
27,48,5841,0.492,3.936
27,49,6216,0.4708,3.7664
28,0,6828,0.476,3.808
28,1,5885,0.47,3.76
28,2,6159,0.4856,3.8848
28,3,6299,0.4612,3.6896
28,4,6251,0.49,3.92
28,5,6580,0.478,3.824
28,6,5954,0.472,3.776
28,7,6122,0.4732,3.7856
28,8,6344,0.4812,3.8496
28,9,6005,0.4836,3.8688
28,10,6221,0.468,3.744
28,11,6004,0.488,3.904
28,12,6184,0.4804,3.8432
28,13,6638,0.4676,3.7408
28,14,5711,0.4788,3.8304
28,15,6502,0.47,3.76
28,16,6503,0.4716,3.7728
28,17,6093,0.4808,3.8464
28,18,6015,0.4812,3.8496
28,19,6339,0.4792,3.8336
28,20,6383,0.4816,3.8528
28,21,6031,0.484,3.872
28,22,6036,0.4748,3.7984
28,23,6203,0.4792,3.8336
28,24,6355,0.4708,3.7664
28,25,5830,0.4808,3.8464
28,26,6151,0.4684,3.7472
28,27,6402,0.4788,3.8304
28,28,5830,0.4868,3.8944
28,29,5992,0.4752,3.8016
28,30,6351,0.4772,3.8176
28,31,6185,0.4892,3.9136
28,32,5879,0.4832,3.8656
28,33,5836,0.49,3.92
28,34,6831,0.4776,3.8208
28,35,6377,0.4804,3.8432
28,36,6307,0.4908,3.9264
28,37,6013,0.4888,3.9104
28,38,6333,0.4736,3.7888
28,39,6414,0.476,3.808
28,40,6564,0.4876,3.9008
28,41,5815,0.4708,3.7664
28,42,6370,0.4768,3.8144
28,43,6662,0.4656,3.7248
28,44,6401,0.4864,3.8912
28,45,6147,0.4808,3.8464
28,46,6544,0.4832,3.8656
28,47,5880,0.4664,3.7312
28,48,6745,0.4712,3.7696
28,49,5677,0.4816,3.8528
29,0,6279,0.4684,3.7472
29,1,6568,0.4756,3.8048
29,2,5948,0.488,3.904
29,3,5949,0.4864,3.8912
29,4,6013,0.4652,3.7216
29,5,5812,0.4964,3.9712
29,6,6102,0.498,3.984
29,7,5725,0.4952,3.9616
29,8,6287,0.4916,3.9328
29,9,6057,0.4852,3.8816
29,10,6392,0.4716,3.7728
29,11,6267,0.484,3.872
29,12,5768,0.4892,3.9136
29,13,6212,0.4676,3.7408
29,14,6149,0.4856,3.8848
29,15,6093,0.4836,3.8688
29,16,6439,0.4848,3.8784
29,17,5785,0.4872,3.8976
29,18,6487,0.4792,3.8336
29,19,5741,0.4796,3.8368
29,20,6163,0.486,3.888
29,21,5801,0.498,3.984
29,22,5880,0.4768,3.8144
29,23,5975,0.4724,3.7792
29,24,5902,0.4944,3.9552
29,25,5906,0.4892,3.9136
29,26,5607,0.4956,3.9648
29,27,6365,0.492,3.936
29,28,5940,0.4772,3.8176
29,29,5666,0.4724,3.7792
29,30,5594,0.4896,3.9168
29,31,6257,0.4968,3.9744
29,32,6552,0.4808,3.8464
29,33,6212,0.482,3.856
29,34,5935,0.4744,3.7952
29,35,6879,0.4768,3.8144
29,36,6029,0.4892,3.9136
29,37,6646,0.4788,3.8304
29,38,6224,0.4684,3.7472
29,39,6415,0.4872,3.8976
29,40,5728,0.482,3.856
29,41,6582,0.4696,3.7568
29,42,6170,0.4808,3.8464
29,43,6519,0.4836,3.8688
29,44,6126,0.4864,3.8912
29,45,6056,0.4824,3.8592
29,46,6498,0.4688,3.7504
29,47,6448,0.4832,3.8656
29,48,6498,0.4624,3.6992
29,49,6285,0.4912,3.9296
30,0,6628,0.4812,3.8496
30,1,6304,0.478,3.824
30,2,5880,0.4908,3.9264
30,3,5510,0.496,3.968
30,4,6488,0.478,3.824
30,5,6167,0.4912,3.9296
30,6,6001,0.4856,3.8848
30,7,6685,0.4788,3.8304
30,8,6473,0.4824,3.8592
30,9,6365,0.4796,3.8368
30,10,6403,0.4784,3.8272
30,11,5875,0.4872,3.8976
30,12,6127,0.4824,3.8592
30,13,6290,0.4904,3.9232
30,14,6388,0.4696,3.7568
30,15,6253,0.4876,3.9008
30,16,6043,0.486,3.888
30,17,6305,0.4696,3.7568
30,18,6082,0.4748,3.7984
30,19,6133,0.4796,3.8368
30,20,5997,0.4864,3.8912
30,21,6344,0.4808,3.8464
30,22,6723,0.4684,3.7472
30,23,6542,0.4744,3.7952
30,24,5840,0.4896,3.9168
30,25,5191,0.5052,4.0416
30,26,6017,0.4852,3.8816
30,27,5663,0.4864,3.8912
30,28,5646,0.4836,3.8688
30,29,6544,0.4852,3.8816
30,30,6423,0.4896,3.9168
30,31,6192,0.4892,3.9136
30,32,5892,0.4984,3.9872
30,33,6168,0.4768,3.8144
30,34,6276,0.4736,3.7888
30,35,5680,0.4796,3.8368
30,36,6519,0.4736,3.7888
30,37,6336,0.4956,3.9648
30,38,6687,0.476,3.808
30,39,5673,0.4812,3.8496
30,40,6152,0.472,3.776
30,41,6617,0.4664,3.7312
30,42,6444,0.4784,3.8272
30,43,6553,0.4776,3.8208
30,44,6198,0.4696,3.7568
30,45,6354,0.4708,3.7664
30,46,5937,0.492,3.936
30,47,6300,0.4796,3.8368
30,48,6497,0.4824,3.8592
30,49,5961,0.4872,3.8976
31,0,6133,0.4808,3.8464
31,1,6383,0.4668,3.7344
31,2,6526,0.4724,3.7792
31,3,6112,0.4828,3.8624
31,4,6502,0.4716,3.7728
31,5,6008,0.4892,3.9136
31,6,6561,0.478,3.824
31,7,5420,0.4872,3.8976
31,8,6016,0.4764,3.8112
31,9,6113,0.486,3.888
31,10,6509,0.4848,3.8784
31,11,5851,0.4832,3.8656
31,12,6145,0.4936,3.9488
31,13,5815,0.484,3.872
31,14,5985,0.4724,3.7792
31,15,5879,0.4816,3.8528
31,16,6367,0.49,3.92
31,17,6441,0.4808,3.8464
31,18,6059,0.4796,3.8368
31,19,6469,0.474,3.792
31,20,5887,0.4828,3.8624
31,21,6396,0.4732,3.7856
31,22,5971,0.4776,3.8208
31,23,6295,0.4864,3.8912
31,24,5822,0.4832,3.8656
31,25,6012,0.4904,3.9232
31,26,6627,0.472,3.776
31,27,6242,0.4756,3.8048
31,28,6176,0.4956,3.9648
31,29,6612,0.4788,3.8304
31,30,5978,0.4784,3.8272
31,31,5852,0.4876,3.9008
31,32,6138,0.4856,3.8848
31,33,6696,0.4744,3.7952
31,34,6152,0.4824,3.8592
31,35,5758,0.4924,3.9392
31,36,5843,0.4796,3.8368
31,37,6013,0.4856,3.8848
31,38,6103,0.4844,3.8752
31,39,6541,0.4784,3.8272
31,40,6495,0.474,3.792
31,41,6384,0.4696,3.7568
31,42,5999,0.4856,3.8848
31,43,5550,0.4956,3.9648
31,44,5999,0.4844,3.8752
31,45,5996,0.482,3.856
31,46,6104,0.484,3.872
31,47,6079,0.4896,3.9168
31,48,6814,0.484,3.872
31,49,6287,0.4856,3.8848
32,0,6017,0.4924,3.9392
32,1,6517,0.4908,3.9264
32,2,6042,0.4836,3.8688
32,3,5242,0.496,3.968
32,4,6166,0.4892,3.9136
32,5,6129,0.4712,3.7696
32,6,5772,0.4756,3.8048
32,7,6441,0.4668,3.7344
32,8,6020,0.4844,3.8752
32,9,6236,0.4768,3.8144
32,10,5896,0.482,3.856
32,11,6070,0.474,3.792
32,12,6018,0.4868,3.8944
32,13,6026,0.4752,3.8016
32,14,6824,0.4752,3.8016
32,15,6217,0.4876,3.9008
32,16,6237,0.4808,3.8464
32,17,6011,0.4812,3.8496
32,18,6018,0.4796,3.8368
32,19,6446,0.4824,3.8592
32,20,5988,0.4736,3.7888
32,21,5886,0.4752,3.8016
32,22,6138,0.4832,3.8656
32,23,6114,0.4892,3.9136
32,24,6149,0.484,3.872
32,25,6468,0.4728,3.7824
32,26,5831,0.4696,3.7568
32,27,6501,0.4968,3.9744
32,28,5949,0.4916,3.9328
32,29,6309,0.4816,3.8528
32,30,6407,0.474,3.792
32,31,6195,0.4864,3.8912
32,32,6282,0.4792,3.8336
32,33,6415,0.4596,3.6768
32,34,6449,0.4772,3.8176
32,35,6587,0.4716,3.7728
32,36,6116,0.4748,3.7984
32,37,6155,0.4792,3.8336
32,38,6206,0.4804,3.8432
32,39,6348,0.4836,3.8688
32,40,5910,0.4976,3.9808
32,41,6432,0.4796,3.8368
32,42,6644,0.4832,3.8656
32,43,6168,0.4872,3.8976
32,44,6452,0.4748,3.7984
32,45,6384,0.48,3.84
32,46,6059,0.4904,3.9232
32,47,5989,0.4816,3.8528
32,48,6596,0.472,3.776
32,49,5784,0.4936,3.9488
33,0,5748,0.4832,3.8656
33,1,6418,0.4876,3.9008
33,2,5725,0.4968,3.9744
33,3,5995,0.484,3.872
33,4,6467,0.4712,3.7696
33,5,6296,0.476,3.808
33,6,6755,0.4732,3.7856
33,7,6362,0.4904,3.9232
33,8,5948,0.4884,3.9072
33,9,6320,0.4852,3.8816
33,10,5998,0.4808,3.8464
33,11,5868,0.4824,3.8592
33,12,6201,0.472,3.776
33,13,5730,0.4772,3.8176
33,14,6124,0.486,3.888
33,15,6185,0.4872,3.8976
33,16,5995,0.4652,3.7216
33,17,6008,0.4808,3.8464
33,18,5795,0.488,3.904
33,19,6094,0.4928,3.9424
33,20,6280,0.4784,3.8272
33,21,6332,0.4732,3.7856
33,22,6496,0.4808,3.8464
33,23,5840,0.4772,3.8176
33,24,5808,0.4808,3.8464
